DEPTH,VP,VS,RHO_OLD,GR,NPHI,RHO,SW,SWX,VPVS,IP,IS,VSH,RHOm,RHOf,PHI
2507.33,3220.40,1450.40,2.18,57.97,0.28,,,,2.22,,,0.11,2.67,,
2507.49,3238.10,1452.80,2.18,59.79,0.28,,,,2.23,,,0.13,2.67,,
2507.64,3239.60,1456.00,2.19,58.07,0.28,,,,2.23,,,0.11,2.67,,
2507.79,3251.10,1474.00,2.19,58.54,0.29,,,,2.21,,,0.12,2.67,,
2507.94,3253.70,1502.20,2.20,57.42,0.29,,,,2.17,,,0.10,2.67,,
2508.10,3253.60,1519.50,2.21,57.16,0.29,,,,2.14,,,0.10,2.67,,
2508.25,3279.00,1523.20,2.22,55.72,0.28,,,,2.15,,,0.08,2.66,,
2508.40,3222.60,1519.10,2.24,56.15,0.27,,,,2.12,,,0.09,2.66,,
2508.55,3195.20,1500.80,2.24,56.17,0.26,,,,2.13,,,0.09,2.66,,
2508.71,3173.80,1456.80,2.22,56.53,0.24,,,,2.18,,,0.09,2.66,,
2508.86,3123.80,1453.70,2.21,56.57,0.25,,,,2.15,,,0.09,2.66,,
2509.01,3134.30,1432.60,2.20,59.79,0.26,,,,2.19,,,0.13,2.67,,
2509.16,3129.00,1441.90,2.20,59.21,0.28,,,,2.17,,,0.12,2.67,,
2509.31,3135.10,1447.00,2.19,57.47,0.29,,,,2.17,,,0.10,2.67,,
2509.47,3149.10,1452.00,2.19,56.81,0.30,,,,2.17,,,0.10,2.67,,
2509.62,3157.90,1455.70,2.19,57.98,0.30,,,,2.17,,,0.11,2.67,,
2509.77,3179.40,1467.30,2.19,58.27,0.29,,,,2.17,,,0.11,2.67,,
2509.92,3189.30,1481.30,2.18,56.93,0.29,,,,2.15,,,0.10,2.67,,
2510.08,3176.30,1485.40,2.18,55.89,0.29,,,,2.14,,,0.09,2.66,,
2510.23,3184.70,1492.30,2.17,58.87,0.29,,,,2.13,,,0.12,2.67,,
2510.38,3186.90,1500.50,2.18,59.01,0.28,,,,2.12,,,0.12,2.67,,
2510.53,3168.60,1510.50,2.19,59.99,0.27,,,,2.10,,,0.13,2.67,,
2510.69,3176.70,1519.20,2.20,57.67,0.27,,,,2.09,,,0.11,2.67,,
2510.84,3184.40,1524.70,2.20,57.77,0.27,,,,2.09,,,0.11,2.67,,
2510.99,3199.40,1536.60,2.20,56.45,0.28,,,,2.08,,,0.09,2.66,,
2511.14,3209.90,1558.30,2.19,55.69,0.28,,,,2.06,,,0.08,2.66,,
2511.30,3226.80,1585.80,2.20,56.40,0.28,,,,2.03,,,0.09,2.66,,
2511.45,3226.60,1596.00,2.20,57.57,0.27,,,,2.02,,,0.10,2.67,,
2511.60,3235.70,1606.30,2.21,60.22,0.26,,,,2.01,,,0.13,2.67,,
2511.75,3244.40,1623.50,2.21,58.94,0.26,,,,2.00,,,0.12,2.67,,
2511.91,3245.10,1626.40,2.21,58.97,0.27,,,,2.00,,,0.12,2.67,,
2512.06,3235.60,1628.10,2.22,58.52,0.28,,,,1.99,,,0.12,2.67,,
2512.21,3229.20,1628.70,2.22,59.70,0.27,,,,1.98,,,0.13,2.67,,
2512.36,3213.90,1626.50,2.23,59.57,0.27,,,,1.98,,,0.13,2.67,,
2512.52,3175.00,1630.20,2.24,59.25,0.26,,,,1.95,,,0.12,2.67,,
2512.67,3136.60,1616.00,2.27,60.50,0.27,,,,1.94,,,0.14,2.67,,
2512.82,3109.90,1592.60,2.30,59.88,0.27,,,,1.95,,,0.13,2.67,,
2512.97,3088.90,1547.50,2.28,57.60,0.27,,,,2.00,,,0.10,2.67,,
2513.12,3089.70,1528.60,2.25,55.75,0.28,,,,2.02,,,0.08,2.66,,
2513.28,3100.10,1525.40,2.23,55.15,0.28,,,,2.03,,,0.08,2.66,,
2513.43,3209.10,1531.40,2.21,57.16,0.29,,,,2.10,,,0.10,2.67,,
2513.58,3226.50,1546.40,2.20,56.35,0.29,,,,2.09,,,0.09,2.66,,
2513.73,3247.70,1575.00,2.19,59.00,0.29,,,,2.06,,,0.12,2.67,,
2513.89,3281.10,1596.70,2.19,61.32,0.29,,,,2.05,,,0.15,2.67,,
2514.04,3331.00,1629.90,2.19,62.20,0.28,,,,2.04,,,0.16,2.68,,
2514.19,3264.00,1652.50,2.20,61.47,0.29,,,,1.98,,,0.15,2.67,,
2514.34,3275.00,1660.70,2.21,58.21,0.28,,,,1.97,,,0.11,2.67,,
2514.50,3286.90,1672.20,2.21,57.96,0.28,,,,1.97,,,0.11,2.67,,
2514.65,3304.20,1675.00,2.23,56.87,0.27,,,,1.97,,,0.10,2.67,,
2514.80,3270.10,1675.80,2.23,58.99,0.27,,,,1.95,,,0.12,2.67,,
2514.95,3255.20,1669.50,2.24,58.23,0.27,,,,1.95,,,0.11,2.67,,
2515.11,3245.90,1657.20,2.24,57.37,0.27,,,,1.96,,,0.10,2.67,,
2515.26,3236.80,1653.30,2.24,56.49,0.26,,,,1.96,,,0.09,2.66,,
2515.41,3233.20,1650.50,2.23,55.54,0.26,,,,1.96,,,0.08,2.66,,
2515.56,3241.00,1647.40,2.22,57.17,0.26,,,,1.97,,,0.10,2.67,,
2515.72,3242.70,1648.70,2.22,55.65,0.27,,,,1.97,,,0.08,2.66,,
2515.87,3239.70,1650.60,2.23,56.10,0.27,,,,1.96,,,0.09,2.66,,
2516.02,3247.20,1649.90,2.24,54.39,0.28,,,,1.97,,,0.07,2.66,,
2516.17,3247.00,1648.50,2.23,56.21,0.27,,,,1.97,,,0.09,2.66,,
2516.33,3215.60,1648.70,2.23,57.97,0.28,,,,1.95,,,0.11,2.67,,
2516.48,3202.00,1644.10,2.23,60.29,0.28,,,,1.95,,,0.14,2.67,,
2516.63,3200.20,1629.70,2.22,59.41,0.28,,,,1.96,,,0.13,2.67,,
2516.78,3244.80,1651.60,2.22,59.09,0.27,,,,1.96,,,0.12,2.67,,
2516.93,3252.30,1680.70,2.21,58.67,0.27,,,,1.94,,,0.12,2.67,,
2517.09,3243.30,1676.00,2.21,57.73,0.28,,,,1.94,,,0.11,2.67,,
2517.24,3241.00,1674.80,2.21,57.01,0.28,,,,1.94,,,0.10,2.67,,
2517.39,3270.30,1662.70,2.22,57.12,0.27,,,,1.97,,,0.10,2.67,,
2517.54,3296.90,1664.60,2.23,58.12,0.27,,,,1.98,,,0.11,2.67,,
2517.70,3289.00,1657.60,2.23,58.31,0.27,,,,1.98,,,0.11,2.67,,
2517.85,3289.30,1651.40,2.23,57.38,0.27,,,,1.99,,,0.10,2.67,,
2518.00,3271.00,1652.90,2.24,56.65,0.27,,,,1.98,,,0.09,2.67,,
2518.15,3274.80,1657.30,2.25,57.66,0.29,,,,1.98,,,0.11,2.67,,
2518.31,3257.70,1658.80,2.24,58.00,0.28,,,,1.96,,,0.11,2.67,,
2518.46,3252.10,1636.60,2.24,57.29,0.29,,,,1.99,,,0.10,2.67,,
2518.61,3256.50,1629.80,2.23,57.40,0.27,,,,2.00,,,0.10,2.67,,
2518.76,3245.80,1665.20,2.23,57.44,0.28,,,,1.95,,,0.10,2.67,,
2518.92,3239.30,1676.20,2.22,60.40,0.28,,,,1.93,,,0.14,2.67,,
2519.07,3234.00,1598.20,2.22,60.19,0.29,,,,2.02,,,0.13,2.67,,
2519.22,3214.10,1660.80,2.21,60.03,0.28,,,,1.94,,,0.13,2.67,,
2519.37,3197.50,1581.90,2.21,59.85,0.28,,,,2.02,,,0.13,2.67,,
2519.53,3183.20,1648.80,2.20,56.89,0.26,,,,1.93,,,0.10,2.67,,
2519.68,3210.50,1675.60,2.20,57.86,0.28,,,,1.92,,,0.11,2.67,,
2519.83,3227.90,1634.40,2.21,54.60,0.28,,,,1.97,,,0.07,2.66,,
2519.98,3310.10,1687.70,2.20,57.79,0.28,,,,1.96,,,0.11,2.67,,
2520.14,3244.10,1710.30,2.21,57.21,0.27,,,,1.90,,,0.10,2.67,,
2520.29,3319.10,1652.80,2.21,57.57,0.28,,,,2.01,,,0.10,2.67,,
2520.44,3254.40,1396.20,2.22,57.86,0.27,,,,2.33,,,0.11,2.67,,
2520.59,3215.70,1409.10,2.23,57.86,0.25,,,,2.28,,,0.11,2.67,,
2520.74,3173.30,1431.90,2.25,68.69,0.25,,,,2.22,,,0.23,2.69,,
2520.90,3061.20,1413.90,2.27,78.55,0.30,,,,2.17,,,0.34,2.70,,
2521.05,3151.30,1480.40,2.27,89.31,0.40,,,,2.13,,,0.46,2.72,,
2521.20,3197.60,1606.10,2.29,90.35,0.46,,,,1.99,,,0.48,2.73,,
2521.35,3382.70,1678.60,2.29,85.67,0.44,,,,2.02,,,0.42,2.72,,
2521.51,3417.30,1692.80,2.32,81.10,0.41,,,,2.02,,,0.37,2.71,,
2521.66,3373.60,1732.70,2.36,74.45,0.37,,,,1.95,,,0.30,2.70,,
2521.81,3334.40,1675.70,2.38,72.65,0.33,,,,1.99,,,0.28,2.69,,
2521.96,3284.30,1648.80,2.34,70.88,0.29,,,,1.99,,,0.26,2.69,,
2522.12,3257.00,1605.40,2.32,74.80,0.29,,,,2.03,,,0.30,2.70,,
2522.27,3243.70,1550.40,2.32,75.61,0.30,,,,2.09,,,0.31,2.70,,
2522.42,3246.10,1510.90,2.33,75.78,0.32,,,,2.15,,,0.31,2.70,,
2522.57,3212.40,1488.10,2.33,72.97,0.31,,,,2.16,,,0.28,2.69,,
2522.73,3187.90,1503.90,2.32,71.90,0.33,,,,2.12,,,0.27,2.69,,
2522.88,3266.00,1448.10,2.31,72.97,0.33,,,,2.26,,,0.28,2.69,,
2523.03,3085.40,1586.20,2.29,74.10,0.34,,,,1.95,,,0.29,2.70,,
2523.18,3083.60,1587.90,2.25,78.73,0.37,,,,1.94,,,0.34,2.71,,
2523.34,3090.60,1537.40,2.21,81.27,0.35,,,,2.01,,,0.37,2.71,,
2523.49,3047.80,1506.60,2.21,80.42,0.35,,,,2.02,,,0.36,2.71,,
2523.64,3005.00,1447.40,2.25,73.96,0.32,,,,2.08,,,0.29,2.70,,
2523.79,2917.40,1427.40,2.26,65.03,0.30,,,,2.04,,,0.19,2.68,,
2523.95,2931.30,1369.60,2.25,61.89,0.28,,,,2.14,,,0.15,2.67,,
2524.10,2961.70,1393.20,2.21,62.36,0.27,,,,2.13,,,0.16,2.68,,
2524.25,2916.60,1393.40,2.18,67.97,0.31,,,,2.09,,,0.22,2.69,,
2524.40,2976.60,1462.90,2.15,71.94,0.34,,,,2.03,,,0.27,2.69,,
2524.55,3116.30,1505.90,2.18,72.31,0.36,,,,2.07,,,0.27,2.69,,
2524.71,3122.10,1501.50,2.21,66.72,0.32,,,,2.08,,,0.21,2.68,,
2524.86,3142.20,1503.40,2.21,60.28,0.29,,,,2.09,,,0.14,2.67,,
2525.01,3154.50,1510.60,2.20,59.63,0.27,,,,2.09,,,0.13,2.67,,
2525.16,3211.40,1518.40,2.19,59.16,0.27,,,,2.11,,,0.12,2.67,,
2525.32,3261.60,1520.30,2.18,58.93,0.28,,,,2.15,,,0.12,2.67,,
2525.47,3294.00,1523.90,2.19,59.31,0.28,,,,2.16,,,0.12,2.67,,
2525.62,3319.00,1533.80,2.19,57.51,0.28,,,,2.16,,,0.10,2.67,,
2525.77,3288.50,1549.20,2.21,58.26,0.28,,,,2.12,,,0.11,2.67,,
2525.93,3330.40,1555.90,2.21,55.04,0.28,,,,2.14,,,0.08,2.66,,
2526.08,3347.80,1568.40,2.22,54.81,0.27,,,,2.13,,,0.07,2.66,,
2526.23,3308.90,1584.00,2.21,54.77,0.27,,,,2.09,,,0.07,2.66,,
2526.38,3248.00,1575.30,2.22,56.70,0.26,,,,2.06,,,0.09,2.67,,
2526.54,3340.90,1507.00,2.22,58.95,0.27,,,,2.22,,,0.12,2.67,,
2526.69,3281.90,1504.70,2.24,59.07,0.28,,,,2.18,,,0.12,2.67,,
2526.84,3340.70,1583.10,2.23,58.29,0.28,,,,2.11,,,0.11,2.67,,
2526.99,3319.50,1555.90,2.24,58.15,0.29,,,,2.13,,,0.11,2.67,,
2527.15,3330.10,1518.90,2.23,58.40,0.27,,,,2.19,,,0.11,2.67,,
2527.30,3357.80,1453.60,2.23,56.30,0.27,,,,2.31,,,0.09,2.66,,
2527.45,3331.90,1395.00,2.24,56.22,0.26,,,,2.39,,,0.09,2.66,,
2527.60,3326.40,1594.70,2.24,54.67,0.26,,,,2.09,,,0.07,2.66,,
2527.76,3304.70,1659.90,2.23,55.64,0.27,,,,1.99,,,0.08,2.66,,
2527.91,3294.80,1667.20,2.21,59.00,0.28,,,,1.98,,,0.12,2.67,,
2528.06,3286.40,1672.00,2.22,62.04,0.28,,,,1.97,,,0.16,2.67,,
2528.21,3228.10,1641.50,2.22,64.41,0.28,,,,1.97,,,0.18,2.68,,
2528.36,3207.30,1642.30,2.23,64.16,0.27,,,,1.95,,,0.18,2.68,,
2528.52,3249.90,1632.10,2.22,63.04,0.26,,,,1.99,,,0.17,2.68,,
2528.67,3246.50,1629.80,2.21,60.68,0.27,,,,1.99,,,0.14,2.67,,
2528.82,3219.30,1612.50,2.21,58.87,0.27,,,,2.00,,,0.12,2.67,,
2528.97,3188.70,1603.50,2.20,56.94,0.28,,,,1.99,,,0.10,2.67,,
2529.13,3172.70,1595.90,2.20,56.04,0.29,,,,1.99,,,0.09,2.66,,
2529.28,3166.80,1594.40,2.20,53.23,0.28,,,,1.99,,,0.06,2.66,,
2529.43,3165.30,1584.70,2.20,52.89,0.28,,,,2.00,,,0.05,2.66,,
2529.58,3167.00,1579.90,2.20,54.40,0.28,,,,2.00,,,0.07,2.66,,
2529.74,3162.10,1575.00,2.20,55.96,0.28,,,,2.01,,,0.09,2.66,,
2529.89,3158.60,1575.70,2.20,54.89,0.28,,,,2.00,,,0.07,2.66,,
2530.04,3225.10,1583.70,2.20,53.79,0.27,,,,2.04,,,0.06,2.66,,
2530.19,3227.90,1583.80,2.20,56.62,0.27,,,,2.04,,,0.09,2.66,,
2530.35,3187.10,1599.50,2.20,58.37,0.28,,,,1.99,,,0.11,2.67,,
2530.50,3247.70,1605.90,2.19,60.15,0.28,,,,2.02,,,0.13,2.67,,
2530.65,3254.30,1610.70,2.19,58.01,0.31,,,,2.02,,,0.11,2.67,,
2530.80,3272.10,1649.40,2.21,57.74,0.30,,,,1.98,,,0.11,2.67,,
2530.96,3269.60,1666.60,2.25,58.04,0.29,,,,1.96,,,0.11,2.67,,
2531.11,3244.00,1666.10,2.30,56.94,0.25,,,,1.95,,,0.10,2.67,,
2531.26,3198.30,1659.20,2.32,58.45,0.25,,,,1.93,,,0.11,2.67,,
2531.41,3154.60,1611.40,2.28,57.39,0.25,,,,1.96,,,0.10,2.67,,
2531.57,3238.80,1603.40,2.24,57.57,0.27,,,,2.02,,,0.10,2.67,,
2531.72,3231.80,1591.70,2.23,57.21,0.27,,,,2.03,,,0.10,2.67,,
2531.87,3231.70,1586.20,2.23,55.67,0.27,,,,2.04,,,0.08,2.66,,
2532.02,3230.20,1580.00,2.23,55.01,0.28,,,,2.04,,,0.08,2.66,,
2532.17,3222.30,1573.40,2.22,54.17,0.28,,,,2.05,,,0.07,2.66,,
2532.33,3220.70,1572.60,2.22,56.65,0.28,,,,2.05,,,0.09,2.67,,
2532.48,3222.00,1566.20,2.21,57.71,0.28,,,,2.06,,,0.11,2.67,,
2532.63,3226.40,1550.10,2.22,58.94,0.28,,,,2.08,,,0.12,2.67,,
2532.78,3227.50,1545.00,2.22,55.99,0.29,,,,2.09,,,0.09,2.66,,
2532.94,3226.80,1524.70,2.23,55.60,0.28,,,,2.12,,,0.08,2.66,,
2533.09,3224.10,1521.30,2.22,54.17,0.28,,,,2.12,,,0.07,2.66,,
2533.24,3224.10,1516.60,2.23,56.45,0.29,,,,2.13,,,0.09,2.66,,
2533.39,3219.60,1511.50,2.23,54.53,0.27,,,,2.13,,,0.07,2.66,,
2533.55,3215.80,1504.10,2.22,53.37,0.29,,,,2.14,,,0.06,2.66,,
2533.70,3190.40,1496.10,2.21,53.69,0.28,,,,2.13,,,0.06,2.66,,
2533.85,3179.10,1496.40,2.21,54.14,0.30,,,,2.12,,,0.07,2.66,,
2534.00,3167.50,1496.40,2.21,55.13,0.29,,,,2.12,,,0.08,2.66,,
2534.16,3177.60,1500.60,2.21,54.75,0.29,,,,2.12,,,0.07,2.66,,
2534.31,3192.00,1510.10,2.20,55.64,0.28,,,,2.11,,,0.08,2.66,,
2534.46,3195.20,1512.90,2.20,56.76,0.28,,,,2.11,,,0.10,2.67,,
2534.61,3225.00,1512.10,2.21,56.26,0.29,,,,2.13,,,0.09,2.66,,
2534.77,3239.10,1517.30,2.22,57.91,0.28,,,,2.13,,,0.11,2.67,,
2534.92,3232.20,1533.40,2.22,58.25,0.28,,,,2.11,,,0.11,2.67,,
2535.07,3237.30,1539.20,2.22,60.22,0.28,,,,2.10,,,0.13,2.67,,
2535.22,3235.00,1545.30,2.21,60.10,0.29,,,,2.09,,,0.13,2.67,,
2535.38,3234.70,1570.70,2.22,59.66,0.28,,,,2.06,,,0.13,2.67,,
2535.53,3234.90,1597.20,2.23,57.54,0.28,,,,2.03,,,0.10,2.67,,
2535.68,3233.30,1594.50,2.23,57.28,0.27,,,,2.03,,,0.10,2.67,,
2535.83,3244.10,1579.80,2.23,56.37,0.28,,,,2.05,,,0.09,2.66,,
2535.98,3260.30,1583.30,2.23,55.81,0.28,,,,2.06,,,0.08,2.66,,
2536.14,3286.70,1614.10,2.23,56.46,0.28,,,,2.04,,,0.09,2.66,,
2536.29,3310.20,1642.00,2.23,58.78,0.27,,,,2.02,,,0.12,2.67,,
2536.44,3310.70,1637.90,2.23,57.56,0.26,,,,2.02,,,0.10,2.67,,
2536.59,3322.30,1667.10,2.23,57.18,0.26,,,,1.99,,,0.10,2.67,,
2536.75,3333.70,1676.40,2.24,55.68,0.27,,,,1.99,,,0.08,2.66,,
2536.90,3322.40,1693.80,2.25,59.50,0.27,,,,1.96,,,0.13,2.67,,
2537.05,3292.00,1689.90,2.26,60.68,0.26,,,,1.95,,,0.14,2.67,,
2537.20,3296.50,1673.60,2.25,60.42,0.26,,,,1.97,,,0.14,2.67,,
2537.36,3311.00,1622.80,2.25,56.81,0.27,,,,2.04,,,0.10,2.67,,
2537.51,3300.30,1623.20,2.24,55.22,0.27,,,,2.03,,,0.08,2.66,,
2537.66,3320.70,1623.60,2.24,56.31,0.26,,,,2.05,,,0.09,2.66,,
2537.81,3314.30,1613.80,2.26,57.10,0.25,,,,2.05,,,0.10,2.67,,
2537.97,3282.00,1605.30,2.28,56.74,0.24,,,,2.04,,,0.10,2.67,,
2538.12,3283.30,1601.50,2.29,54.76,0.25,,,,2.05,,,0.07,2.66,,
2538.27,3277.20,1600.70,2.28,55.63,0.25,,,,2.05,,,0.08,2.66,,
2538.42,3276.00,1498.70,2.26,56.59,0.26,,,,2.19,,,0.09,2.66,,
2538.58,3330.50,1530.50,2.24,59.06,0.26,,,,2.18,,,0.12,2.67,,
2538.73,3365.20,1519.30,2.23,60.34,0.26,,,,2.21,,,0.14,2.67,,
2538.88,3344.90,1488.90,2.23,60.90,0.26,,,,2.25,,,0.14,2.67,,
2539.03,3275.10,1482.30,2.24,60.12,0.26,,,,2.21,,,0.13,2.67,,
2539.19,3199.30,1486.60,2.25,60.92,0.27,,,,2.15,,,0.14,2.67,,
2539.34,3134.30,1470.80,2.27,60.20,0.26,,,,2.13,,,0.13,2.67,,
2539.49,3174.10,1468.20,2.27,63.32,0.28,,,,2.16,,,0.17,2.68,,
2539.64,3116.60,1543.00,2.28,68.03,0.33,,,,2.02,,,0.22,2.69,,
2539.79,3320.50,1464.70,2.27,74.21,0.35,,,,2.27,,,0.29,2.70,,
2539.95,3521.40,1670.00,2.29,77.75,0.35,,,,2.11,,,0.33,2.70,,
2540.10,3696.50,1694.10,2.34,76.45,0.34,,,,2.18,,,0.32,2.70,,
2540.25,3642.60,1683.00,2.38,74.56,0.32,,,,2.16,,,0.30,2.70,,
2540.40,3695.60,1740.50,2.45,68.53,0.27,,,,2.12,,,0.23,2.69,,
2540.56,3556.30,1754.50,2.46,65.80,0.22,,,,2.03,,,0.20,2.68,,
2540.71,3253.40,1662.10,2.36,66.07,0.23,,,,1.96,,,0.20,2.68,,
2540.86,3199.80,1627.80,2.26,66.98,0.27,,,,1.97,,,0.21,2.68,,
2541.01,3152.90,1560.50,2.25,72.47,0.29,,,,2.02,,,0.27,2.69,,
2541.17,3134.60,1597.20,2.22,72.36,0.29,,,,1.96,,,0.27,2.69,,
2541.32,3429.90,1629.40,2.19,74.36,0.34,,,,2.11,,,0.29,2.70,,
2541.47,3828.40,1691.00,2.18,69.37,0.35,,,,2.26,,,0.24,2.69,,
2541.62,3985.90,1811.10,2.25,65.30,0.31,,,,2.20,,,0.19,2.68,,
2541.78,3905.20,1962.30,2.37,61.68,0.23,,,,1.99,,,0.15,2.67,,
2541.93,4006.40,1917.00,2.43,56.82,0.18,,,,2.09,,,0.10,2.67,,
2542.08,4163.50,1877.50,2.48,56.04,0.18,,,,2.22,,,0.09,2.66,,
2542.23,3441.30,1826.10,2.46,57.69,0.22,,,,1.88,,,0.11,2.67,,
2542.39,3428.20,1745.30,2.39,61.12,0.24,,,,1.96,,,0.14,2.67,,
2542.54,3333.60,1552.20,2.34,63.71,0.24,,,,2.15,,,0.17,2.68,,
2542.69,3097.50,1519.80,2.30,65.20,0.25,,,,2.04,,,0.19,2.68,,
2542.84,3089.00,1487.40,2.30,69.19,0.32,,,,2.08,,,0.24,2.69,,
2543.00,3068.20,1444.80,2.24,74.63,0.38,,,,2.12,,,0.30,2.70,,
2543.15,3068.60,1395.40,2.20,77.71,0.38,,,,2.20,,,0.33,2.70,,
2543.30,3170.20,1416.20,2.23,78.46,0.34,,,,2.24,,,0.34,2.70,,
2543.45,3169.20,1453.40,2.32,78.71,0.33,,,,2.18,,,0.34,2.71,,
2543.60,3175.90,1501.80,2.37,79.17,0.34,,,,2.11,,,0.35,2.71,,
2543.76,3171.40,1502.60,2.31,81.67,0.36,,,,2.11,,,0.38,2.71,,
2543.91,3269.30,1521.90,2.24,84.17,0.36,,,,2.15,,,0.41,2.71,,
2544.06,3358.60,1540.50,2.25,84.81,0.35,,,,2.18,,,0.41,2.72,,
2544.21,3448.60,1516.50,2.32,81.17,0.31,,,,2.27,,,0.37,2.71,,
2544.37,3468.50,1537.10,2.35,75.71,0.28,,,,2.26,,,0.31,2.70,,
2544.52,3523.20,1649.60,2.33,71.89,0.25,,,,2.14,,,0.27,2.69,,
2544.67,3485.00,1677.20,2.31,70.84,0.23,,,,2.08,,,0.25,2.69,,
2544.82,3433.70,1674.90,2.30,69.89,0.24,,,,2.05,,,0.24,2.69,,
2544.98,3440.30,1693.20,2.29,69.06,0.25,,,,2.03,,,0.23,2.69,,
2545.13,3331.50,1674.50,2.27,66.78,0.25,,,,1.99,,,0.21,2.68,,
2545.28,3370.90,1631.80,2.25,64.16,0.25,,,,2.07,,,0.18,2.68,,
2545.43,3342.00,1610.50,2.24,62.87,0.25,,,,2.08,,,0.16,2.68,,
2545.59,3260.30,1604.40,2.22,61.56,0.26,,,,2.03,,,0.15,2.67,,
2545.74,3315.90,1599.80,2.22,61.67,0.27,,,,2.07,,,0.15,2.67,,
2545.89,3335.00,1598.40,2.22,62.86,0.29,,,,2.09,,,0.16,2.68,,
2546.04,3380.60,1620.60,2.22,63.95,0.29,,,,2.09,,,0.18,2.68,,
2546.20,3542.00,1652.90,2.21,61.91,0.29,,,,2.14,,,0.15,2.67,,
2546.35,3772.30,1727.90,2.22,59.16,0.28,,,,2.18,,,0.12,2.67,,
2546.50,3871.10,1801.10,2.25,58.48,0.25,,,,2.15,,,0.11,2.67,,
2546.65,3948.30,1946.90,2.31,58.78,0.21,,,,2.03,,,0.12,2.67,,
2546.81,4106.30,1964.20,2.40,57.28,0.18,,,,2.09,,,0.10,2.67,,
2546.96,4118.40,2075.00,2.44,56.60,0.16,,,,1.98,,,0.09,2.66,,
2547.11,4120.30,1925.40,2.43,56.10,0.16,,,,2.14,,,0.09,2.66,,
2547.26,3793.30,1934.80,2.42,56.73,0.16,,,,1.96,,,0.09,2.67,,
2547.41,3688.90,1829.00,2.39,56.66,0.20,,,,2.02,,,0.09,2.67,,
2547.57,3530.60,1758.90,2.34,56.93,0.22,,,,2.01,,,0.10,2.67,,
2547.72,3523.10,1701.90,2.28,56.77,0.25,,,,2.07,,,0.10,2.67,,
2547.87,3440.80,1705.60,2.25,58.36,0.26,,,,2.02,,,0.11,2.67,,
2548.02,3573.70,1726.60,2.25,58.72,0.28,,,,2.07,,,0.12,2.67,,
2548.18,3695.20,1774.20,2.31,59.38,0.27,,,,2.08,,,0.12,2.67,,
2548.33,3680.80,1904.40,2.36,56.32,0.24,,,,1.93,,,0.09,2.66,,
2548.48,3787.10,1918.90,2.40,54.55,0.21,,,,1.97,,,0.07,2.66,,
2548.63,3754.00,1899.10,2.40,53.24,0.18,,,,1.98,,,0.06,2.66,,
2548.79,3649.80,1813.00,2.37,53.65,0.20,,,,2.01,,,0.06,2.66,,
2548.94,3643.00,1794.30,2.33,56.74,0.23,,,,2.03,,,0.09,2.67,,
2549.09,3577.50,1767.30,2.29,60.04,0.26,,,,2.02,,,0.13,2.67,,
2549.24,3481.20,1727.60,2.26,60.11,0.26,,,,2.02,,,0.13,2.67,,
2549.40,3412.30,1728.10,2.25,58.88,0.26,,,,1.97,,,0.12,2.67,,
2549.55,3425.30,1739.50,2.24,57.15,0.26,,,,1.97,,,0.10,2.67,,
2549.70,3468.60,1754.80,2.25,58.16,0.26,,,,1.98,,,0.11,2.67,,
2549.85,3463.30,1756.80,2.25,57.11,0.25,,,,1.97,,,0.10,2.67,,
2550.01,3455.10,1742.80,2.26,58.90,0.25,,,,1.98,,,0.12,2.67,,
2550.16,3444.40,1699.20,2.26,59.53,0.25,,,,2.03,,,0.13,2.67,,
2550.31,3386.20,1696.40,2.26,61.33,0.26,,,,2.00,,,0.15,2.67,,
2550.46,3279.80,1687.10,2.26,58.89,0.25,,,,1.94,,,0.12,2.67,,
2550.62,3228.50,1682.80,2.26,59.31,0.25,,,,1.92,,,0.12,2.67,,
2550.77,3223.60,1680.90,2.27,60.29,0.25,,,,1.92,,,0.14,2.67,,
2550.92,3204.40,1678.60,2.29,64.52,0.26,,,,1.91,,,0.18,2.68,,
2551.07,3335.80,1676.30,2.30,64.38,0.29,,,,1.99,,,0.18,2.68,,
2551.22,3413.90,1680.10,2.27,61.28,0.30,,,,2.03,,,0.15,2.67,,
2551.38,3452.60,1676.90,2.22,59.63,0.28,,,,2.06,,,0.13,2.67,,
2551.53,3367.00,1674.40,2.20,58.84,0.27,,,,2.01,,,0.12,2.67,,
2551.68,3342.40,1678.90,2.19,59.42,0.27,,,,1.99,,,0.13,2.67,,
2551.83,3313.80,1677.30,2.18,58.55,0.28,,,,1.98,,,0.12,2.67,,
2551.99,3276.30,1646.30,2.18,59.29,0.28,,,,1.99,,,0.12,2.67,,
2552.14,3262.90,1674.60,2.19,61.33,0.28,,,,1.95,,,0.15,2.67,,
2552.29,3262.40,1675.20,2.19,60.80,0.28,,,,1.95,,,0.14,2.67,,
2552.44,3266.10,1673.00,2.19,60.05,0.28,,,,1.95,,,0.13,2.67,,
2552.60,3259.10,1669.90,2.19,59.38,0.28,,,,1.95,,,0.12,2.67,,
2552.75,3267.80,1677.20,2.19,60.12,0.28,,,,1.95,,,0.13,2.67,,
2552.90,3270.50,1676.60,2.19,59.95,0.28,,,,1.95,,,0.13,2.67,,
2553.05,3282.90,1676.20,2.19,60.16,0.28,,,,1.96,,,0.13,2.67,,
2553.21,3308.90,1677.70,2.20,57.16,0.27,,,,1.97,,,0.10,2.67,,
