DEPTH,VP,VS,RHO_OLD,GR,NPHI,RHO,SW,SWX,VPVS,IP,IS,VSH,RHOm,RHOf,PHI
2186.38,2805.90,1284.30,2.12,63.18,0.31,2.15,0.71,0.97,2.18,6030.35,2760.18,0.17,2.68,1.00,0.31
2186.53,2826.50,1310.40,2.13,63.46,0.30,2.15,0.77,0.98,2.16,6090.95,2823.84,0.17,2.68,1.02,0.31
2186.68,2822.90,1340.10,2.16,66.93,0.29,2.17,0.83,0.99,2.11,6115.11,2902.99,0.21,2.68,1.04,0.31
2186.84,2827.40,1333.80,2.18,73.90,0.30,2.18,0.93,1.00,2.12,6166.05,2908.78,0.29,2.70,1.07,0.32
2186.99,2812.20,1258.40,2.18,80.76,0.32,2.18,0.97,1.00,2.23,6126.86,2741.64,0.37,2.71,1.08,0.33
2187.14,2769.60,1258.40,2.17,86.26,0.32,2.17,0.94,1.00,2.20,6000.77,2726.52,0.43,2.72,1.07,0.34
2187.29,2735.10,1249.00,2.16,86.91,0.33,2.17,0.92,1.00,2.19,5925.58,2705.95,0.44,2.72,1.07,0.33
2187.45,2705.00,1253.60,2.18,88.67,0.34,2.18,0.95,1.00,2.16,5900.17,2734.36,0.46,2.72,1.08,0.33
2187.60,2682.70,1150.70,2.20,90.49,0.33,2.20,0.98,1.00,2.33,5906.73,2533.59,0.48,2.73,1.08,0.32
2187.75,2740.10,1189.10,2.21,91.97,0.34,2.20,0.93,1.00,2.30,6033.51,2618.31,0.49,2.73,1.07,0.32
2187.90,2659.90,1189.10,2.19,90.11,0.35,2.19,0.87,1.00,2.24,5816.59,2600.29,0.47,2.73,1.05,0.32
2188.06,2819.40,1257.30,2.18,86.40,0.37,2.19,0.90,1.00,2.24,6166.71,2750.02,0.43,2.72,1.06,0.32
2188.21,2872.10,1262.70,2.21,85.22,0.38,2.21,0.98,1.00,2.27,6336.54,2785.82,0.42,2.72,1.08,0.31
2188.36,2867.40,1333.90,2.21,80.30,0.36,2.20,1.00,1.00,2.15,6308.11,2934.50,0.36,2.71,1.09,0.31
2188.51,2878.20,1345.00,2.18,77.21,0.34,2.18,1.00,1.00,2.14,6265.75,2928.02,0.33,2.70,1.09,0.33
2188.67,2839.30,1265.60,2.16,70.67,0.30,2.16,1.00,1.00,2.24,6134.92,2734.60,0.25,2.69,1.09,0.33
2188.82,2787.90,1265.60,2.16,69.76,0.29,2.16,1.00,1.00,2.20,6018.56,2732.20,0.24,2.69,1.09,0.33
2188.97,2775.90,1210.40,2.17,68.84,0.29,2.17,0.99,1.00,2.29,6031.20,2629.84,0.23,2.69,1.09,0.32
2189.12,2775.30,1198.90,2.17,70.39,0.30,2.17,0.96,1.00,2.31,6031.65,2605.61,0.25,2.69,1.08,0.32
2189.27,2736.10,1181.90,2.17,71.14,0.34,2.17,0.92,1.00,2.32,5943.15,2567.23,0.26,2.69,1.06,0.32
2189.43,2863.90,1225.60,2.17,70.90,0.35,2.18,0.92,1.00,2.34,6231.57,2666.79,0.26,2.69,1.07,0.32
2189.58,2952.60,1227.40,2.18,67.36,0.35,2.18,0.96,1.00,2.41,6450.20,2681.36,0.22,2.68,1.08,0.31
2189.73,2998.70,1290.90,2.19,65.74,0.32,2.19,1.00,1.00,2.32,6553.76,2821.31,0.20,2.68,1.09,0.31
2189.88,2971.40,1293.20,2.18,63.05,0.30,2.17,1.00,1.00,2.30,6434.38,2800.34,0.17,2.68,1.09,0.32
2190.04,2936.50,1286.10,2.15,65.80,0.30,2.15,1.00,1.00,2.28,6310.99,2764.03,0.20,2.68,1.09,0.33
2190.19,2925.40,1307.70,2.15,62.91,0.30,2.15,0.99,1.00,2.24,6279.21,2806.91,0.16,2.68,1.09,0.33
2190.34,2938.10,1307.70,2.15,62.38,0.30,2.16,0.99,1.00,2.25,6333.77,2819.06,0.16,2.68,1.09,0.33
2190.49,2977.70,1301.40,2.17,61.92,0.30,2.18,1.00,1.00,2.29,6492.00,2837.32,0.15,2.67,1.09,0.31
2190.65,3077.80,1277.30,2.19,64.40,0.29,2.20,1.00,1.00,2.41,6772.73,2810.71,0.18,2.68,1.09,0.30
2190.80,2916.90,1303.50,2.21,65.96,0.29,2.20,1.00,1.00,2.24,6428.99,2872.98,0.20,2.68,1.09,0.30
2190.95,2827.90,1178.10,2.20,63.41,0.30,2.20,1.00,1.00,2.40,6217.76,2590.31,0.17,2.68,1.09,0.30
2191.10,2708.20,1121.90,2.19,61.78,0.30,2.20,0.99,1.00,2.41,5945.26,2462.88,0.15,2.67,1.09,0.30
2191.26,2705.20,1121.90,2.20,63.78,0.30,2.21,0.97,1.00,2.41,5966.38,2474.38,0.17,2.68,1.08,0.30
2191.41,2773.30,1376.60,2.21,69.06,0.28,2.21,0.97,1.00,2.01,6140.60,3048.05,0.23,2.69,1.08,0.29
2191.56,2797.70,1485.70,2.15,76.53,0.34,2.24,0.98,1.00,1.88,6278.26,3334.03,0.32,2.70,1.08,0.28
2191.71,2915.50,1454.00,2.11,81.64,0.36,2.26,0.97,1.00,2.01,6584.73,3283.89,0.38,2.71,1.08,0.28
2191.87,2993.90,1410.00,2.09,83.86,0.40,2.25,0.98,1.00,2.12,6729.06,3169.10,0.40,2.71,1.08,0.29
2192.02,2996.20,1407.30,2.16,80.07,0.35,2.21,0.93,1.00,2.13,6634.18,3116.04,0.36,2.71,1.07,0.30
2192.17,2966.20,1416.40,2.20,75.86,0.34,2.20,0.94,1.00,2.09,6515.70,3111.33,0.31,2.70,1.07,0.31
2192.32,2967.70,1397.40,2.20,71.30,0.31,2.19,0.98,1.00,2.12,6494.06,3057.86,0.26,2.69,1.08,0.31
2192.48,2975.40,1348.90,2.16,68.68,0.31,2.16,0.98,1.00,2.21,6436.17,2917.84,0.23,2.69,1.08,0.33
2192.63,2997.90,1372.40,2.17,66.23,0.31,2.17,1.00,1.00,2.18,6495.44,2973.53,0.20,2.68,1.09,0.32
2192.78,2987.70,1372.40,2.17,64.70,0.30,2.17,1.00,1.00,2.18,6493.47,2982.77,0.19,2.68,1.09,0.32
2192.93,2993.10,1372.70,2.18,64.38,0.28,2.18,1.00,1.00,2.18,6515.98,2988.37,0.18,2.68,1.09,0.32
2193.08,2984.00,1383.30,2.18,63.95,0.27,2.17,0.99,1.00,2.16,6488.59,3007.93,0.18,2.68,1.09,0.32
2193.24,2973.70,1389.70,2.17,64.11,0.27,2.17,0.98,1.00,2.14,6457.01,3017.56,0.18,2.68,1.08,0.32
2193.39,3014.00,1430.20,2.17,64.47,0.30,2.17,0.99,1.00,2.11,6549.11,3107.68,0.18,2.68,1.09,0.32
2193.54,3025.50,1430.20,2.17,64.03,0.30,2.18,1.00,1.00,2.12,6586.33,3113.46,0.18,2.68,1.09,0.32
2193.69,3027.70,1434.30,2.18,64.01,0.31,2.18,0.99,1.00,2.11,6613.41,3132.94,0.18,2.68,1.09,0.31
2193.85,3021.10,1359.80,2.19,65.07,0.30,2.20,0.98,1.00,2.22,6645.44,2991.12,0.19,2.68,1.08,0.30
2194.00,2967.50,1358.90,2.21,71.14,0.30,2.23,1.00,1.00,2.18,6621.59,3032.21,0.26,2.69,1.09,0.29
2194.15,3031.50,1318.20,2.25,77.21,0.30,2.26,0.98,1.00,2.30,6846.69,2977.17,0.33,2.70,1.08,0.27
2194.30,2994.40,1317.70,2.28,85.07,0.29,2.28,0.98,1.00,2.27,6837.89,3009.05,0.42,2.72,1.08,0.27
2194.46,2959.40,1317.70,2.30,87.82,0.29,2.29,0.99,1.00,2.25,6783.58,3020.45,0.45,2.72,1.09,0.26
2194.61,2909.90,1283.50,2.28,88.32,0.32,2.28,0.96,1.00,2.27,6629.13,2923.98,0.45,2.72,1.08,0.27
2194.76,2889.50,1203.90,2.26,86.23,0.35,2.26,0.91,1.00,2.40,6524.73,2718.50,0.43,2.72,1.06,0.28
2194.91,2844.00,1195.60,2.26,85.67,0.36,2.26,0.90,1.00,2.38,6418.38,2698.25,0.42,2.72,1.06,0.28
2195.07,2865.50,1219.20,2.26,85.81,0.34,2.26,0.91,1.00,2.35,6484.59,2759.04,0.42,2.72,1.06,0.27
2195.22,2815.90,1219.20,2.27,83.88,0.32,2.26,0.93,1.00,2.31,6370.72,2758.33,0.40,2.71,1.07,0.27
2195.37,2789.20,1232.50,2.25,82.09,0.33,2.25,0.98,1.00,2.26,6265.65,2768.69,0.38,2.71,1.08,0.29
2195.52,2803.40,1235.70,2.24,79.90,0.34,2.23,1.00,1.00,2.27,6264.25,2761.20,0.36,2.71,1.09,0.29
2195.68,2810.50,1252.40,2.22,77.28,0.35,2.22,1.00,1.00,2.24,6225.46,2774.16,0.33,2.70,1.09,0.30
2195.83,2815.20,1321.20,2.20,71.43,0.32,2.20,0.97,1.00,2.13,6192.79,2906.33,0.26,2.69,1.08,0.31
2195.98,2837.60,1287.90,2.19,70.04,0.33,2.20,0.94,1.00,2.20,6239.40,2831.87,0.25,2.69,1.07,0.30
2196.13,2834.40,1287.90,2.21,74.11,0.33,2.21,0.96,1.00,2.20,6259.19,2844.06,0.29,2.70,1.08,0.30
2196.29,2851.60,1240.30,2.21,76.82,0.36,2.21,0.98,1.00,2.30,6293.58,2737.39,0.32,2.70,1.09,0.31
2196.44,2852.30,1217.20,2.20,77.43,0.34,2.19,1.00,1.00,2.34,6252.95,2668.41,0.33,2.70,1.09,0.32
2196.59,2851.90,1183.10,2.18,72.84,0.32,2.17,1.00,1.00,2.41,6194.30,2569.68,0.28,2.69,1.09,0.33
2196.74,2814.00,1208.30,2.16,71.87,0.31,2.16,1.00,1.00,2.33,6078.67,2610.11,0.27,2.69,1.09,0.33
2196.89,2774.30,1208.30,2.16,71.88,0.31,2.16,1.00,1.00,2.30,5984.45,2606.43,0.27,2.69,1.09,0.33
2197.05,2788.00,1200.40,2.14,72.93,0.32,2.14,0.99,1.00,2.32,5957.77,2565.18,0.28,2.69,1.09,0.35
2197.20,2757.10,1150.20,2.13,73.09,0.31,2.13,0.95,0.98,2.40,5864.37,2446.48,0.28,2.69,1.07,0.35
2197.35,2680.20,1110.00,2.13,76.03,0.31,2.13,0.94,0.95,2.41,5705.90,2363.09,0.31,2.70,1.07,0.35
2197.50,2662.80,1103.60,2.14,79.03,0.30,2.14,0.96,1.00,2.41,5699.56,2362.19,0.35,2.71,1.08,0.35
2197.66,2658.20,1103.60,2.15,83.39,0.33,2.15,0.97,1.00,2.41,5717.39,2373.68,0.40,2.71,1.08,0.34
2197.81,2645.40,1115.30,2.15,82.38,0.34,2.16,0.97,1.00,2.37,5702.53,2404.18,0.39,2.71,1.08,0.34
2197.96,2623.60,1106.00,2.18,83.37,0.37,2.19,1.00,1.00,2.37,5741.69,2420.46,0.40,2.71,1.09,0.32
2198.11,2636.60,1092.90,2.20,84.18,0.33,2.21,1.00,1.00,2.41,5818.03,2411.64,0.41,2.72,1.09,0.31
2198.27,2743.20,1098.60,2.23,87.15,0.32,2.24,1.00,1.00,2.50,6133.72,2456.44,0.44,2.72,1.09,0.30
2198.42,2727.60,1191.60,2.18,89.97,0.36,2.25,1.00,1.00,2.29,6137.10,2681.10,0.47,2.73,1.09,0.29
2198.57,2933.50,1193.20,2.14,91.53,0.38,2.25,1.00,1.00,2.46,6589.92,2680.45,0.49,2.73,1.09,0.29
2198.72,2924.30,1220.20,2.12,92.18,0.39,2.24,0.97,1.00,2.40,6536.63,2727.49,0.50,2.73,1.08,0.30
2198.88,2904.90,1221.00,2.18,89.70,0.34,2.21,0.93,1.00,2.38,6430.11,2702.73,0.47,2.73,1.07,0.31
2199.03,2895.60,1306.20,2.20,86.79,0.32,2.21,0.94,1.00,2.22,6401.13,2887.54,0.44,2.72,1.07,0.31
2199.18,2861.90,1217.70,2.23,84.14,0.33,2.23,1.00,1.00,2.35,6372.78,2711.53,0.41,2.71,1.09,0.30
2199.33,2791.20,1217.70,2.22,76.86,0.33,2.22,1.00,1.00,2.29,6196.47,2703.30,0.32,2.70,1.09,0.30
2199.49,2702.60,1195.30,2.22,76.90,0.33,2.21,0.99,1.00,2.26,5978.55,2644.18,0.32,2.70,1.09,0.30
2199.64,2700.70,1231.70,2.21,80.48,0.31,2.20,0.95,1.00,2.19,5942.02,2709.96,0.36,2.71,1.08,0.31
2199.79,2640.70,1171.50,2.19,88.60,0.33,2.20,0.90,1.00,2.25,5817.45,2580.81,0.46,2.72,1.06,0.31
2199.94,2604.50,1088.80,2.15,90.81,0.36,2.22,0.95,1.00,2.39,5792.05,2421.34,0.48,2.73,1.07,0.30
2200.10,2627.70,1088.80,2.13,91.48,0.37,2.24,0.97,1.00,2.41,5879.66,2436.26,0.49,2.73,1.08,0.30
2200.25,2590.20,1092.50,2.12,87.76,0.34,2.22,0.95,1.00,2.37,5737.79,2420.10,0.45,2.72,1.07,0.31
2200.40,2455.00,967.90,2.06,88.24,0.33,2.22,0.95,1.00,2.54,5447.64,2147.77,0.45,2.72,1.08,0.31
2200.55,2442.30,945.50,2.00,85.93,0.35,2.20,0.93,1.00,2.58,5381.33,2083.30,0.43,2.72,1.07,0.31
2200.70,2467.70,905.40,1.98,86.04,0.36,2.18,0.91,1.00,2.73,5384.17,1975.45,0.43,2.72,1.06,0.32
2200.86,2485.50,876.20,1.90,87.12,0.36,2.18,0.93,1.00,2.84,5420.17,1910.74,0.44,2.72,1.07,0.33
2201.01,2530.40,875.00,1.85,88.68,0.33,2.19,0.95,1.00,2.89,5529.65,1912.12,0.46,2.72,1.08,0.33
2201.16,2479.10,922.90,1.82,92.11,0.37,2.19,0.98,1.00,2.69,5431.97,2022.17,0.50,2.73,1.08,0.33
2201.31,2514.30,954.80,1.90,89.66,0.41,2.20,0.98,1.00,2.63,5522.42,2097.13,0.47,2.72,1.08,0.32
2201.47,2539.70,994.10,1.95,86.58,0.45,2.19,0.95,1.00,2.55,5561.11,2176.75,0.43,2.72,1.07,0.32
2201.62,2509.00,1011.70,2.00,85.13,0.45,2.20,0.94,1.00,2.48,5509.65,2221.65,0.42,2.72,1.07,0.32
2201.77,2601.20,1011.70,2.10,85.15,0.45,2.20,0.94,1.00,2.57,5717.06,2223.57,0.42,2.72,1.07,0.32
2201.92,2602.70,1020.30,2.15,86.11,0.43,2.20,0.95,1.00,2.55,5722.87,2243.46,0.43,2.72,1.08,0.32
2202.08,2570.00,988.90,2.11,86.06,0.45,2.21,0.99,1.00,2.60,5689.98,2189.42,0.43,2.72,1.09,0.31
2202.23,2600.80,971.80,2.09,87.56,0.46,2.21,0.98,1.00,2.68,5752.93,2149.61,0.44,2.72,1.08,0.31
2202.38,2660.60,968.90,2.11,87.06,0.45,2.21,0.96,1.00,2.75,5878.42,2140.72,0.44,2.72,1.08,0.31
2202.53,2677.10,968.90,2.18,84.11,0.40,2.22,0.98,1.00,2.76,5936.15,2148.42,0.41,2.71,1.08,0.30
2202.69,2598.10,966.70,2.11,82.62,0.42,2.23,1.00,1.00,2.69,5786.72,2153.12,0.39,2.71,1.09,0.30
2202.84,2576.10,1017.50,2.03,82.97,0.47,2.22,0.98,1.00,2.53,5726.30,2261.76,0.39,2.71,1.09,0.30
2202.99,2548.10,974.70,1.97,82.84,0.48,2.21,0.94,1.00,2.61,5633.17,2154.80,0.39,2.71,1.07,0.31
2203.14,2526.10,976.80,2.04,80.75,0.43,2.21,0.92,1.00,2.59,5571.07,2154.24,0.37,2.71,1.07,0.31
2203.30,2487.00,945.80,2.02,79.54,0.36,2.20,0.92,1.00,2.63,5470.42,2080.39,0.35,2.71,1.07,0.31
2203.45,2453.30,948.70,2.03,80.20,0.36,2.20,0.95,1.00,2.59,5385.19,2082.47,0.36,2.71,1.07,0.31
2203.60,2412.50,859.10,1.97,79.27,0.42,2.19,0.96,1.00,2.81,5280.90,1880.55,0.35,2.71,1.08,0.32
2203.75,2520.10,880.70,2.01,81.25,0.47,2.18,0.95,1.00,2.86,5490.36,1918.72,0.37,2.71,1.07,0.32
2203.91,2524.20,909.90,2.02,83.11,0.48,2.17,0.95,1.00,2.77,5485.77,1977.46,0.39,2.71,1.07,0.33
2204.06,2562.80,1133.10,2.04,87.94,0.45,2.20,0.98,1.00,2.26,5628.65,2488.61,0.45,2.72,1.08,0.32
2204.21,2607.10,1131.50,2.01,88.71,0.44,2.20,0.99,1.00,2.30,5729.88,2486.81,0.46,2.72,1.09,0.32
2204.36,2707.50,1181.00,1.98,86.26,0.46,2.21,1.00,1.00,2.29,5978.47,2607.78,0.43,2.72,1.09,0.31
2204.51,2739.80,1110.40,1.95,85.40,0.47,2.22,1.00,1.00,2.47,6077.23,2463.01,0.42,2.72,1.09,0.31
2204.67,2674.40,1116.00,2.00,83.69,0.46,2.24,1.00,1.00,2.40,5985.35,2497.63,0.40,2.71,1.09,0.29
2204.82,2671.90,1139.40,2.09,83.80,0.40,2.24,1.00,1.00,2.35,5983.59,2551.63,0.40,2.71,1.09,0.29
2204.97,2619.30,1136.00,2.18,78.65,0.35,2.23,1.00,1.00,2.31,5837.48,2531.74,0.34,2.70,1.09,0.29
2205.12,2569.10,1061.30,2.22,73.73,0.32,2.23,1.00,1.00,2.42,5717.03,2361.72,0.29,2.70,1.09,0.29
2205.28,2539.60,987.30,2.20,72.69,0.32,2.21,0.99,1.00,2.57,5620.53,2185.05,0.28,2.69,1.09,0.30
2205.43,2551.30,944.40,2.20,73.61,0.33,2.20,0.96,1.00,2.70,5625.50,2082.36,0.29,2.70,1.08,0.30
2205.58,2581.40,967.20,2.21,76.98,0.33,2.20,0.94,1.00,2.67,5682.24,2129.02,0.32,2.70,1.07,0.31
2205.73,2607.50,1017.70,2.21,80.22,0.30,2.21,0.94,1.00,2.56,5749.63,2244.06,0.36,2.71,1.07,0.31
2205.89,2641.80,1017.70,2.15,83.02,0.34,2.21,0.97,1.00,2.60,5842.59,2250.74,0.39,2.71,1.08,0.31
2206.04,2698.70,1040.90,2.11,86.07,0.41,2.22,0.99,1.00,2.59,5984.95,2308.42,0.43,2.72,1.09,0.31
2206.19,2693.10,1079.10,2.10,88.28,0.46,2.21,0.98,1.00,2.50,5959.51,2387.92,0.45,2.72,1.08,0.31
2206.34,2745.90,1114.00,2.13,88.98,0.46,2.20,0.90,1.00,2.46,6041.69,2451.09,0.46,2.72,1.06,0.31
2206.50,2704.00,1153.70,2.17,90.06,0.41,2.20,0.85,1.00,2.34,5949.89,2538.60,0.47,2.73,1.04,0.31
2206.65,2704.30,1153.70,2.20,86.70,0.39,2.21,0.87,1.00,2.34,5983.10,2552.49,0.43,2.72,1.05,0.30
2206.80,2726.50,1148.20,2.24,86.08,0.36,2.24,0.94,1.00,2.37,6113.12,2574.39,0.43,2.72,1.07,0.29
2206.95,2752.20,1153.90,2.26,81.64,0.33,2.25,0.99,1.00,2.39,6197.27,2598.30,0.38,2.71,1.09,0.28
2207.11,2850.70,1187.70,2.24,80.16,0.34,2.24,1.00,1.00,2.40,6380.69,2658.42,0.36,2.71,1.09,0.29
2207.26,2847.10,1235.70,2.21,77.16,0.34,2.20,1.00,1.00,2.30,6275.55,2723.72,0.33,2.70,1.09,0.31
2207.41,2881.50,1235.70,2.19,74.21,0.35,2.19,1.00,1.00,2.33,6299.10,2701.30,0.29,2.70,1.09,0.32
2207.56,2946.30,1101.60,2.15,72.01,0.33,2.14,0.99,1.00,2.67,6316.42,2361.66,0.27,2.69,1.09,0.34
2207.72,2883.60,1104.80,2.13,69.68,0.33,2.13,0.97,1.00,2.61,6130.10,2348.64,0.24,2.69,1.08,0.35
2207.87,2814.10,1107.80,2.12,68.25,0.32,2.13,0.97,1.00,2.54,5995.20,2360.07,0.23,2.69,1.08,0.35
2208.02,2777.00,1102.50,2.14,66.30,0.32,2.14,1.00,1.00,2.52,5948.89,2361.78,0.20,2.68,1.09,0.34
2208.17,2734.70,1102.50,2.15,64.96,0.32,2.15,0.98,1.00,2.48,5868.43,2365.87,0.19,2.68,1.08,0.33
2208.32,2611.40,1063.40,2.14,65.05,0.31,2.15,0.94,1.00,2.46,5606.58,2283.08,0.19,2.68,1.07,0.33
2208.48,2617.00,1046.30,2.16,68.30,0.30,2.15,0.92,1.00,2.50,5632.14,2251.78,0.23,2.69,1.07,0.33
2208.63,2607.80,1062.30,2.14,73.64,0.31,2.16,0.92,1.00,2.45,5630.30,2293.53,0.29,2.70,1.06,0.33
2208.78,2538.40,1025.50,2.11,80.92,0.35,2.20,0.98,1.00,2.48,5585.11,2256.36,0.37,2.71,1.08,0.31
2208.93,2488.10,1025.50,2.05,84.80,0.39,2.21,1.00,1.00,2.43,5498.34,2266.21,0.41,2.72,1.09,0.31
2209.09,2546.30,986.30,2.04,84.31,0.41,2.20,0.97,1.00,2.58,5589.69,2165.15,0.41,2.72,1.08,0.32
2209.24,2594.60,1026.80,2.10,82.83,0.41,2.19,0.95,1.00,2.53,5692.84,2252.91,0.39,2.71,1.07,0.32
2209.39,2618.40,1026.80,2.20,82.24,0.41,2.21,0.99,1.00,2.55,5777.71,2265.72,0.38,2.71,1.09,0.31
2209.54,2663.40,1137.60,2.25,84.68,0.43,2.21,1.00,1.00,2.34,5897.29,2518.87,0.41,2.72,1.09,0.31
2209.70,2718.30,1137.60,2.21,83.82,0.48,2.22,1.00,1.00,2.39,6039.56,2527.54,0.40,2.71,1.09,0.30
2209.85,3015.50,1074.10,2.18,84.89,0.49,2.23,1.00,1.00,2.81,6731.74,2397.80,0.41,2.72,1.09,0.30
2210.00,3079.70,1120.60,2.22,82.69,0.46,2.25,1.00,1.00,2.75,6928.21,2520.94,0.39,2.71,1.09,0.29
2210.15,3046.90,1167.90,2.26,80.92,0.39,2.27,1.00,1.00,2.61,6903.74,2646.26,0.37,2.71,1.09,0.27
2210.31,3107.40,1167.90,2.28,75.99,0.35,2.28,1.00,1.00,2.66,7075.90,2659.44,0.31,2.70,1.09,0.26
2210.46,3128.40,1189.40,2.25,72.43,0.33,2.24,1.00,1.00,2.63,7003.89,2662.84,0.27,2.69,1.09,0.28
2210.61,3142.70,1224.60,2.22,70.74,0.33,2.22,1.00,1.00,2.57,6968.22,2715.27,0.25,2.69,1.09,0.30
2210.76,3250.20,1308.10,2.20,70.02,0.31,2.20,1.00,1.00,2.48,7150.95,2878.02,0.25,2.69,1.09,0.31
2210.92,3237.50,1253.50,2.19,68.69,0.30,2.19,1.00,1.00,2.58,7102.57,2749.98,0.23,2.69,1.09,0.31
2211.07,3192.40,1253.50,2.19,68.69,0.31,2.19,0.98,1.00,2.55,7004.19,2750.21,0.23,2.69,1.08,0.31
2211.22,2795.90,1198.40,2.20,67.32,0.31,2.20,0.95,1.00,2.33,6144.38,2633.65,0.21,2.68,1.07,0.30
2211.37,2805.20,1139.70,2.20,67.26,0.31,2.21,0.94,1.00,2.46,6212.27,2523.93,0.21,2.68,1.07,0.29
2211.53,2728.50,1095.80,2.23,69.29,0.31,2.24,0.95,1.00,2.49,6107.12,2452.70,0.24,2.69,1.07,0.28
2211.68,2691.80,1029.30,2.25,76.82,0.34,2.26,0.96,1.00,2.62,6077.75,2324.03,0.32,2.70,1.08,0.27
2211.83,2759.50,1032.70,2.26,83.45,0.33,2.26,0.98,1.00,2.67,6230.90,2331.82,0.40,2.71,1.08,0.28
2211.98,2755.00,1028.40,2.24,85.51,0.36,2.23,0.97,1.00,2.68,6137.95,2291.21,0.42,2.72,1.08,0.30
2212.13,2727.60,963.30,2.20,85.49,0.33,2.19,0.95,1.00,2.83,5974.49,2110.00,0.42,2.72,1.07,0.32
2212.29,2728.60,974.60,2.16,83.67,0.39,2.16,0.94,1.00,2.80,5893.64,2105.09,0.40,2.71,1.07,0.34
2212.44,2696.90,1022.70,2.16,83.39,0.41,2.17,0.96,1.00,2.64,5843.42,2215.90,0.40,2.71,1.08,0.33
2212.59,2748.50,1075.50,2.18,83.72,0.44,2.20,0.99,1.00,2.56,6036.64,2362.16,0.40,2.71,1.09,0.32
2212.74,2751.10,1073.90,2.21,87.04,0.39,2.22,0.99,1.00,2.56,6106.81,2383.81,0.44,2.72,1.09,0.31
2212.90,2770.90,1076.20,2.25,92.30,0.38,2.25,1.00,1.00,2.57,6224.61,2417.60,0.50,2.73,1.09,0.29
2213.05,2779.40,1142.60,2.24,93.43,0.37,2.25,1.00,1.00,2.43,6240.93,2565.62,0.51,2.73,1.09,0.30
2213.20,2812.50,1217.40,2.25,88.22,0.36,2.26,1.00,1.00,2.31,6346.67,2747.18,0.45,2.72,1.09,0.29
2213.35,2781.80,1138.40,2.26,80.15,0.35,2.26,1.00,1.00,2.44,6288.68,2573.52,0.36,2.71,1.09,0.28
2213.51,2796.20,1138.40,2.26,73.77,0.34,2.26,1.00,1.00,2.46,6307.15,2567.79,0.29,2.70,1.09,0.27
2213.66,2808.50,1142.60,2.24,74.16,0.33,2.23,0.99,1.00,2.46,6273.70,2552.37,0.29,2.70,1.09,0.29
2213.81,2770.20,1154.50,2.23,75.29,0.33,2.23,0.97,1.00,2.40,6189.71,2579.60,0.31,2.70,1.08,0.29
2213.96,2624.10,1114.60,2.26,79.76,0.33,2.27,1.00,1.00,2.35,5949.78,2527.20,0.36,2.71,1.09,0.27
2214.12,2638.80,1063.50,2.28,81.95,0.34,2.28,1.00,1.00,2.48,6014.04,2423.80,0.38,2.71,1.09,0.27
2214.27,2637.40,1061.80,2.27,80.57,0.33,2.25,1.00,1.00,2.48,5947.33,2394.36,0.37,2.71,1.09,0.28
2214.42,2623.70,1069.40,2.23,78.70,0.32,2.22,0.99,1.00,2.45,5827.51,2375.25,0.34,2.71,1.09,0.30
2214.57,2642.10,1109.60,2.20,78.21,0.35,2.19,0.97,1.00,2.38,5790.71,2431.92,0.34,2.70,1.08,0.32
2214.73,2773.40,1082.70,2.19,82.49,0.37,2.19,0.97,1.00,2.56,6071.17,2370.11,0.39,2.71,1.08,0.32
2214.88,2816.80,1166.10,2.20,82.55,0.37,2.21,1.00,1.00,2.42,6224.24,2576.71,0.39,2.71,1.09,0.31
2215.03,2846.00,1164.40,2.23,78.67,0.33,2.22,1.00,1.00,2.44,6330.47,2590.02,0.34,2.71,1.09,0.30
2215.18,2919.20,1128.20,2.22,74.03,0.32,2.20,0.98,1.00,2.59,6435.07,2487.00,0.29,2.70,1.08,0.31
2215.34,2935.00,1087.80,2.19,70.19,0.32,2.19,0.93,1.00,2.70,6418.68,2378.96,0.25,2.69,1.07,0.31
2215.49,2953.60,1156.10,2.18,70.28,0.31,2.18,0.91,0.98,2.55,6441.99,2521.53,0.25,2.69,1.06,0.31
2215.64,2994.10,1189.40,2.18,71.44,0.34,2.18,0.88,0.96,2.52,6512.77,2587.19,0.26,2.69,1.05,0.32
2215.79,3046.00,1191.10,2.17,73.30,0.35,2.17,0.87,1.00,2.56,6617.78,2587.80,0.28,2.70,1.05,0.32
2215.94,3092.40,1290.70,2.17,74.50,0.37,2.17,0.86,1.00,2.40,6724.68,2806.74,0.30,2.70,1.05,0.32
2216.10,3020.00,1180.60,2.19,72.29,0.35,2.19,0.89,1.00,2.56,6604.06,2581.71,0.27,2.69,1.05,0.31
2216.25,2979.90,1150.00,2.22,69.39,0.35,2.22,0.94,1.00,2.59,6620.42,2554.95,0.24,2.69,1.07,0.29
2216.40,2949.00,1234.50,2.24,70.54,0.32,2.24,0.98,1.00,2.39,6604.42,2764.72,0.25,2.69,1.08,0.28
2216.55,2762.90,1234.50,2.27,70.18,0.30,2.26,1.00,1.00,2.24,6248.20,2791.78,0.25,2.69,1.09,0.27
2216.71,2718.80,1192.20,2.25,69.88,0.27,2.25,0.99,1.00,2.28,6118.30,2682.89,0.24,2.69,1.09,0.27
2216.86,2726.10,1220.40,2.23,68.40,0.28,2.22,0.95,1.00,2.23,6052.81,2709.67,0.23,2.69,1.08,0.29
2217.01,2824.60,1191.10,2.20,72.11,0.31,2.20,0.94,1.00,2.37,6218.45,2622.24,0.27,2.69,1.07,0.30
